Cargo,Empresa,Local,Link
Profissional de Desenvolvimento Full Stack Pleno,Radix Engenharia e Software,Home Office,https://br.indeed.com/rc/clk?jk=4585594890587273&bb=xaHgQMX8foTFJOIPvBRNSwvXq3SNf2_6WMD6BCo-N1XSdTFy7r4vRcYwZo99iqzR2fjyzHneP2x_11E513T6gP2PqVRY-vgX-22lmggKvPbvCK9j1hNq8-9fnUvk_bt-&xkcb=SoCj67M39wuXMFzxWZ0HbzkdCdPP&fccid=833e800ebc6f3f29&vjs=3
Risk Strategy Analyst,Trustly,Anunciada há 15 dias,https://br.indeed.com/rc/clk?jk=6036e1c8727a9602&bb=xaHgQMX8foTFJOIPvBRNS0S67txIeLDDkt67MRpaEGQ5wMmiHB3qR6sl9m9b8RkW_v2EaeDUXtdLYU5Ze0_ktzeMZ-zgnEpYt5eOUD1wUYE0ElEOdqMhclydJ10tSS30&xkcb=SoAX67M39wuXMFzxWZ0GbzkdCdPP&fccid=26c16076c8b589a8&vjs=3
4220 - DESENVOLVEDOR IV,Betha Sistemas,Home Office,https://br.indeed.com/rc/clk?jk=9fc1d5cedaedd2a6&bb=xaHgQMX8foTFJOIPvBRNS3yPLD-Hihh9LpGQQmt5Yy0-JMrdvsZaY8cVl4UJobs7lfpB5bxpzHDenq43HvDg7vAExI33lvNodY4q_uTLc1_llUK7WSa1xgbydK0RAFLR&xkcb=SoCK67M39wuXMFzxWZ0FbzkdCdPP&fccid=f541e569560a624d&vjs=3
Senior Fullstack Engineer (Python),Top Remote Talent,Anunciada há 4 dias,https://br.indeed.com/rc/clk?jk=d9cbbee8033a20fe&bb=z5k1f4gGWZdcgri1NlIuK4UAWGZV-F1ShHr87OeVUZ6_Sl62WRcya5GDsA_p70tiWh_Nu3cqc6ZdLCmTT2jY5qRTIDWB51FmCluJB-Byst68WytkRp4xkZpJo8MeKJq9&xkcb=SoAT67M39wuWhQQoHx0LbzkdCdPP&fccid=7e61a26ee780ba06&vjs=3
Pessoa Dev. Backend Python (+. NET and AWS),Zup Innovation,Home Office,https://br.indeed.com/rc/clk?jk=a3f29fd7afe69ba2&bb=z5k1f4gGWZdcgri1NlIuK4R_5Vu5_OUBymXbYInBR7Kya7QTXj7Z50cUIO62yoDw3y5i5_79UGlYn57nfQGal64V-M-hSxYIQcqqCXZEid406h5rDpA1daJqdgf1guS0&xkcb=SoCn67M39wuWhQQoHx0KbzkdCdPP&fccid=286575ef2237b3c9&vjs=3
Backend Python Developer,Oowlish,,https://br.indeed.com/rc/clk?jk=5a561a4e2e32d583&bb=z5k1f4gGWZdcgri1NlIuK2LmAULu9qX59KsrPMTd5yEsGyGZFZjlObFg0fnF14z2PRnrJzf3HA1jktKnxGp8TgM9sMp6RfWQwRiJVl_g5lqU9cmO9D8so4CHYUf2fIRT&xkcb=SoA667M39wuWhQQoHx0JbzkdCdPP&fccid=0271e2481fb4cba7&vjs=3
Desenvolvedora/Engenheira Python - Trabalho Remoto,BairesDev,,https://br.indeed.com/rc/clk?jk=c878a6d486fcccc2&bb=z5k1f4gGWZdcgri1NlIuK9-1if1Ui0L1uu14o5Opz-sJm9tCBDIN5wf1LTrFTWXWz6JG-h4GMuGW827UX9h9ua5SLGXNedwNhO1w5b9CBLmCPYVevqr-rj8cDPlzUuCo&xkcb=SoCO67M39wuWhQQoHx0IbzkdCdPP&fccid=29707109e86166e5&vjs=3
QA Automation Analyst - REMOTO,#sejaveriter,Home Office,https://br.indeed.com/rc/clk?jk=818ac45144caaabc&bb=z5k1f4gGWZdcgri1NlIuKxTyFn7YOQwPKkvz0WLL6SlC3QAw-MGku5Xx1rtAZKvyQ7yn4dHV_4gKEzqOSM_sSlgcVaAAyls1FfJenbiLodSTvpFYtIGLQg%3D%3D&xkcb=SoAA67M39wuWhQQoHx0PbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor Pleno Full Stack (Python),Imagem Geosistemas,Home Office,https://br.indeed.com/rc/clk?jk=a016e145ee3c66e7&bb=z5k1f4gGWZdcgri1NlIuK2a2aQ_SrvOfIDrsGupVJ9JN_FqRXMZcnTtpgDyokchMqGRMAp4W6lb3Hq85_7t5pOS_Gt85iRmKdk3fdl2Jd_A5cSZuk0AxT2MI6GYQr5W1&xkcb=SoC067M39wuWhQQoHx0ObzkdCdPP&fccid=c6440c0bc4677975&vjs=3
Coordenador de Analytics Engineering,"Vagas, empregos, oportunidades",Home Office,https://br.indeed.com/rc/clk?jk=0487832290fd6e72&bb=z5k1f4gGWZdcgri1NlIuK_iWQFIjAIA3wCd6Dtf89Mhds39bXUQkZ318pTL8fAu_AWx0h30tDcKrBXDsSdBp6HfmmitB7b-oWf1VtRYUZsrePx96OFZLahIwS6aPKlg8&xkcb=SoAp67M39wuWhQQoHx0NbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Profissional de Desenvolvimento Full Stack Pleno,Radix Engenharia e Software,Home Office,https://br.indeed.com/rc/clk?jk=4585594890587273&bb=z5k1f4gGWZdcgri1NlIuK11LwJpRnEufIGT--nnVtCC7Ss9lDMVQjA0n4eaU7DsfP_HsDGRhS26M_vNe38RGqUQwXJ9cr3OeoXZqMxqvmtN8uOflJUx21ZOLfTFxuqwk&xkcb=SoCd67M39wuWhQQoHx0MbzkdCdPP&fccid=833e800ebc6f3f29&vjs=3
Risk Strategy Analyst,Trustly,Anunciada há 15 dias,https://br.indeed.com/rc/clk?jk=6036e1c8727a9602&bb=z5k1f4gGWZdcgri1NlIuK2AiSlA9JMCJAlSbDT6KKPtVDwgwAvR6Zh4RTDNxDJa2wEy16dPwm_EMXBtRMlKBLKRV57-4hWB6EpO6RI3twZfcfpI41UuAKTDGqnRRXC_j&xkcb=SoB067M39wuWhQQoHx0DbzkdCdPP&fccid=26c16076c8b589a8&vjs=3
Desenvolvedor Python - Vaga,Divulga Vagas - Consultoria,,https://br.indeed.com/rc/clk?jk=6fa22be9592bb591&bb=z5k1f4gGWZdcgri1NlIuK6qvwxyuJolrCX5b0nUO31CCY9aJfmcWclVGgsohFTd48dXkhU212USTx6QVAu9URhb0jRH1wL2EJOOzI2SgctF4FlOuE6TC6OqYTkeoye9w&xkcb=SoDA67M39wuWhQQoHx0CbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Assistente de TI,John Wood Group,Anunciada há 8 dias,https://br.indeed.com/rc/clk?jk=b9ee77c636fb2ff9&bb=z5k1f4gGWZdcgri1NlIuK56zgHSLTqBFh4k2hRZMvnXGKAcF94DDEaLcHWJZaPh_4la3WgdvVHyTKUZP3W0Oc61HYQVdwWRpR_mxh7KdTyiVZP1zUjX9RtIi1_ioJXwT&xkcb=SoBd67M39wuWhQQoHx0BbzkdCdPP&fccid=1ef4db08e021b608&vjs=3
Backend NodeJS,Techtool,Home Office,https://br.indeed.com/rc/clk?jk=b3b5ef11cbc1a47a&bb=z5k1f4gGWZdcgri1NlIuK3c4aZLPc2DHHu3H5rvHXh4uMuXI75n_y06IP8gchnpY7ATDz57gsUOvY66BGNXXCQ875nsabXAmK8j85JBHSrVwOJLRKRbQ6PFXZ2GgATCd&xkcb=SoDp67M39wuWhQQoHx0AbzkdCdPP&fccid=5072db2b26e88d8f&vjs=3
Python developer - encora,Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=be2df0dc3b3f188c&bb=z5k1f4gGWZdcgri1NlIuK9gJQa2WM_vOOSxQue9wP8SLtpJTYRcXHWbs7-1GpgaOjqiyG0thlKOxHomzu0Kx-Or5vHR_DWE_lpYZJIUqVy_PBas8XVIelqLsro3vtCYD&xkcb=SoBn67M39wuWhQQoHx0HbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
16338-ANALISTA SUPORTE A APLICAÇÕES,GLOBAL HITSS,,https://br.indeed.com/rc/clk?jk=ad205c3fb0457ed8&bb=z5k1f4gGWZdcgri1NlIuK904lUuUAD7OFaZouPqnI-uNQdX1sv7QZ5HIJJlKGpYU4U-Trd4M5kgg7x0Z2RW8TbqT5R6grOZK097ttoyaDuCtqrIWmckijXi6udVS_s_T&xkcb=SoDT67M39wuWhQQoHx0GbzkdCdPP&fccid=c24117b06f969a80&vjs=3
"Customer Solutions Engineer, YouTube (English, Portuguese)",YouTube,,https://br.indeed.com/rc/clk?jk=1c72b8fb84020af3&bb=z5k1f4gGWZdcgri1NlIuK9Bs_rN7o5AjEs_SN_JKO9oUSPtMiGxR0eNFV25tPPSIptHBMj101IskYiwwLYQrDoA4lvf-mKB9bRCW_ovIHRYiVmiIsog4lA%3D%3D&xkcb=SoBO67M39wuWhQQoHx0FbzkdCdPP&fccid=a9021c35fcef6968&vjs=3
Python Engineer (Scrapper) - Remote Work,BairesDev,,https://br.indeed.com/rc/clk?jk=afdc8168efb86e08&bb=w4WSrpOZSRzEUbm3p9eGcpURpdJTFq7YP9qk2dWCNQbvgaqvAe9kZen9_dKL3uiRPkXmUGsX3F0ZDE2_zytO87PAld4fXiVlxtEc8s41d2oMWpkt01hjkCCB6m_3hvRE&xkcb=SoAQ67M39wuWaoQB0h0LbzkdCdPP&fccid=29707109e86166e5&vjs=3
Gestor de Projetos (Remoto),INDICIUM,,https://br.indeed.com/rc/clk?jk=b5961f81bd5171de&bb=w4WSrpOZSRzEUbm3p9eGcrIqj6ETiRM3IqnI3yvBByx8FpfWD7RKUNB5PMq78tio7la0GD8KOT8BjpgMn6AcftDHXMvgMONtToMlzkpuBBPojlIBd_I7xz0TDl2sqnRr&xkcb=SoCk67M39wuWaoQB0h0KbzkdCdPP&fccid=809941c6e8c5262b&vjs=3
Estágio Backend,inChurch,Anunciada há 11 dias,https://br.indeed.com/rc/clk?jk=3a91dab295a56029&bb=w4WSrpOZSRzEUbm3p9eGcpOvz2CNrajBxYa0xg1qQ4Ws49XNFoOnWlFqkCrSIfiU3UFrKB6sE7ZjWSVMtVMIR86J_dc-EIomUseM5aki0woLbTB2G7qUpdnxGsjiG1p-&xkcb=SoA567M39wuWaoQB0h0JbzkdCdPP&fccid=e17267170634b17c&vjs=3
Aceleração DevQuant 2024,XP,,https://br.indeed.com/rc/clk?jk=8d71976eb6d4fe1c&bb=w4WSrpOZSRzEUbm3p9eGcrEqE8DVr9jbhllDbxSlhTQ0BvDubfAXSJVqe9qaRJO3EPQih6jcO6jYR_Qtnqmoum-aehWPS5WNhMNmKtLYg1Vt_bpyAPMuR343CRwwvgaS&xkcb=SoCN67M39wuWaoQB0h0IbzkdCdPP&fccid=53fac3ef8e00e16f&vjs=3
Estagiário(a) em Analytics,Quod,Home Office,https://br.indeed.com/rc/clk?jk=8181baccfab335c4&bb=w4WSrpOZSRzEUbm3p9eGcrI9g_taF7qUUEiVtBMmDPDchparq4BWPm8Z3WuIs2TI0luMpDCBKkmIjT2f-ZH9JFSP5VR0C_y53rtaLT1g0qFj8TSnVqyqWTB2pZiQfZpR&xkcb=SoAD67M39wuWaoQB0h0PbzkdCdPP&fccid=c27e202ff27e56c9&vjs=3
Analista de Dados Junior | Novo Hamburgo,SX Negócios,Recém publicada,https://br.indeed.com/rc/clk?jk=25bf728fa11be696&bb=w4WSrpOZSRzEUbm3p9eGcjvDRkF7y2XyFxx-SE3MSuH_pl2wZ2GzzlZ8lhaoMDyco3KPIIDE1G2fokAAzz7wP79Fton3j-L9RstAzxBTtITBmYYflaTUot3-FbK93Y4T&xkcb=SoC367M39wuWaoQB0h0ObzkdCdPP&fccid=5e9837539c9d6eca&vjs=3
SysAdmin e DevOps (Gateway de Automações) - Cód 2954,Softplan,Home Office,https://br.indeed.com/rc/clk?jk=4400ac7cfa5d69b0&bb=w4WSrpOZSRzEUbm3p9eGcvNuS5pI6s6MQITiYK26YOOSSJ91a_gg-i7sy_dv1LL5mr1bc1KtFcAw-5nx5DFMzkIKgI3MO1C65RAo0JPrdBZHVx6DNCFo2HVwBqztR4aQ&xkcb=SoAq67M39wuWaoQB0h0NbzkdCdPP&fccid=533959b40d0e9798&vjs=3
BUSINESS ANALYTICS SENIOR - 100% REMOTO,ClearSale,Home Office,https://br.indeed.com/rc/clk?jk=8d08959c1f4f585f&bb=w4WSrpOZSRzEUbm3p9eGcrEqE8DVr9jbMOGv1283jvZE4q15KwA9oKnXeSQsoJoAhgA3AT-oul6xMFtFzbld2swJkmww9HgKBSQ5BZXip6IOjCEfNj3m0I3-_0kj22kN&xkcb=SoCe67M39wuWaoQB0h0MbzkdCdPP&fccid=590dd23f44dbe686&vjs=3
Desenvolvedor(a) Python,CWI Software,,https://br.indeed.com/rc/clk?jk=6477cd90cbf7c6b5&bb=w4WSrpOZSRzEUbm3p9eGcopQ81KyNmSIsNc8tbUxAOkKd9wmGUXQMk5jOkRyElchfFdnrpPshCvynUbLeaWF45XsrgT5FkzD5AR6S6hrJsLUPII0aLId1m6luuqeNqPy&xkcb=SoB367M39wuWaoQB0h0DbzkdCdPP&fccid=a64651178efd73c0&vjs=3
00115/2024 Bolsista Pesquisador - Firmware,FIESC,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=5bc38550b02f2a18&bb=w4WSrpOZSRzEUbm3p9eGckPRCJm0ai05U_1hq2xB1XkBnguUhIChogFDM0LA8UnMb-k94NJmI0kll6JeMYEweLsbCOzoqiKCJ42tAu7hfO_weRZUteKp-Ke9VduXM_4u&xkcb=SoDD67M39wuWaoQB0h0CbzkdCdPP&fccid=98367ac53b609963&vjs=3
Pessoa Desenvolvedora React/ Python,Maitha Tech,,https://br.indeed.com/rc/clk?jk=73ab83b4c6fabfa6&bb=w4WSrpOZSRzEUbm3p9eGcrXrghSM_cENCpqqbDWScfl_viSQq8UCsJeyqYRsc1wWxW4EzJ3RemU0kXIdeLcoLcnsULyT0GYS-cURplD_Rvm4fqIDlCUsDkZ0np0FsPL9&xkcb=SoBe67M39wuWaoQB0h0BbzkdCdPP&fccid=7b873ca4c81f844c&vjs=3
Desenvolvedor Back-end | Back-end Developer - Remoto,PX AGENCIAMENTO DE SERVICOS LTDA,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=044dca5ba7b0fd52&bb=w4WSrpOZSRzEUbm3p9eGcgDU9GpMVYCKdCZzSd9vpmPlc88eHpk5-fI2aPy-5b7oKP8aiEa-7iVIqKwni0CQDZzje-5yjDZG3QQ4e9HN0K8Pn8uVcyl8W2zDQhssCcMZ&xkcb=SoDq67M39wuWaoQB0h0AbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Analista GIS Sênior (ArcGIS e Python),Imagem Geosistemas,Home Office,https://br.indeed.com/rc/clk?jk=02e55687b525e437&bb=w4WSrpOZSRzEUbm3p9eGckgKufIb50HW5CZrIbPmPKx74_jDIY5SvvGIzJObFXnS88zg_0oZcGpFSBxS06Ts5LEiV38nwXNFjD_UnCLw9rC7-iZkK68HpXUz51gNPIgO&xkcb=SoBk67M39wuWaoQB0h0HbzkdCdPP&fccid=c6440c0bc4677975&vjs=3
Consultor de Inteligência Artificial,#VEMPRAIT4US,Home Office,https://br.indeed.com/rc/clk?jk=e0a65a9dd2c1ea10&bb=w4WSrpOZSRzEUbm3p9eGcopQ81KyNmSItmALLo1pOxVo8o6-yxwpUecezovPDW6rbsGFE0MXCf70WjS25XwEgWSpHyUZSbcJU8cg6pUV6wWwYSddFJFwHCznEHA62bbH&xkcb=SoDQ67M39wuWaoQB0h0GbzkdCdPP&fccid=90cc3df022a3bc97&vjs=3
Engenheiro Python - Trabalho Remoto,BairesDev,,https://br.indeed.com/rc/clk?jk=bdac2a57ae8d4472&bb=w4WSrpOZSRzEUbm3p9eGcsYP8Jl8BO4fUCKYgpgGv5tC8yDNBD5WBVFSnKfztfBLOKiLm4fyxsIxxLwWLIIHrZqytrT5sal7pEeK3COOxOaabdv_8kwFEYxnxDczk-RO&xkcb=SoBN67M39wuWaoQB0h0FbzkdCdPP&fccid=29707109e86166e5&vjs=3
Data Scientist,Coinbase,Home Office,https://br.indeed.com/rc/clk?jk=6436874c69e6e70f&bb=sl3uZApn6NgoVVknI1epvJVJB_Efl26HVEvZt04NP86O9eOkCjp1lLTOUv3chI8m8QX9TCDNo3MmddK065t7pt1DgfvQL-M17C609tSx0l4-IDH-Su987hk4tTqwMnWb&xkcb=SoD067M39wuV4kwoK50LbzkdCdPP&fccid=d2c6abf8a785fc40&vjs=3
"Developer Sênior (Python, React)",Linx,Home Office,https://br.indeed.com/rc/clk?jk=5e123c52d299667d&bb=sl3uZApn6NgoVVknI1epvGers6Ywzj1kEoNBemFsz1KOb9F1t-Jpz_tP0LlqoSF0M4g9H6NYFbUg17TExS9w_I65QQWWYKq5n1Yto08KM1kMM4MO2Ib1ki5pmeJyG69u&xkcb=SoBA67M39wuV4kwoK50KbzkdCdPP&fccid=ac98fd0da84f31d4&vjs=3
Analista de People Analytics - Junior,Shopee,,https://br.indeed.com/rc/clk?jk=9b5a07c9a274b655&bb=sl3uZApn6NgoVVknI1epvJFqpw9MFa6f3dr54RoCB9CMU5urXJjjrPe9v66qBKQWrWW6DolPEvqJsMkr4FnDzlbHy52-SFEPLspavnbnJfEPuYvFgkR62UG9q6joGcrA&xkcb=SoDd67M39wuV4kwoK50JbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3
Desenvolvedor Python Pleno,GESTAO OPME LTDA,,https://br.indeed.com/rc/clk?jk=9a1f6d2c7324d2f3&bb=sl3uZApn6NgoVVknI1epvBgWdBit-VtugVOxvDwWJMVCncllfX9BE-kUyUHT_s2G-Y0SIr6I0Bl5UhuCJkO2R_boO4pHiG8ixpESeYji3FWE99Bzqfclm7-Hrahy5vb3&xkcb=SoBp67M39wuV4kwoK50IbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Estagiário(a) de BI,BEM PROMOTORA,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=be727d2e35b9be55&bb=sl3uZApn6NgoVVknI1epvIdPDyszGdy9g4QgNfPT2pvm_bO9qIFgcpUNfaByfz8EYUM6bfP16qR_WOIwcuvp7sPJkiFlxZUeepr2tMlKQP_aqajsDnmvtQCAC4O-xzvi&xkcb=SoDn67M39wuV4kwoK50PbzkdCdPP&fccid=e80691d0c2b7994d&vjs=3
Sr Information Security Analyst - (100% Remoto),invillia,Home Office,https://br.indeed.com/rc/clk?jk=26a7c86738188169&bb=sl3uZApn6NgoVVknI1epvLk23qLyjjnds9VyFgTf7lh5EFmeHvAhMIeAo6sSlkjpkuSWMVzvZFuJ6WFnaW3mvBKmV1UTSTNIbciOVwiJLGQ-_XsCmw4BQGymMFGLOrxx&xkcb=SoBT67M39wuV4kwoK50ObzkdCdPP&fccid=f185a6210cec2dc0&vjs=3
Jr. DevOps & Software Architect - LATAM,ENDVR,Home Office,https://br.indeed.com/rc/clk?jk=62ace78a65a5ec81&bb=sl3uZApn6NgoVVknI1epvCMUJqBm6qHq3AzSiNgOdN4QlUXRqdp0puP1nQvMEyN8rk1QBP3tFF_3lGQNNIVI8hdBT0leBB89--WeV_DPxVzecA19wRmZa2LzTd-Q5njY&xkcb=SoDO67M39wuV4kwoK50NbzkdCdPP&fccid=455e854eb26ac6b4&vjs=3
"Analista de Desenvolvimento (Java, Javascript, Python) - [NEPPO] - Uberlândia/MG",Sankhya Gestão de Negócios,,https://br.indeed.com/rc/clk?jk=d52bf40f62320a21&bb=sl3uZApn6NgoVVknI1epvMgoZinsfGRxcvHAS1Wj-8R4U08Au4UP26U8j0YojbhC8Qm213cE229QZb8WdJqRqEQMscJUkbntOOG0kIB5obX8VZW-pfwa8DPqez0U2SV3&xkcb=SoB667M39wuV4kwoK50MbzkdCdPP&fccid=cb41a10e2720341c&vjs=3
ANALISTA DE TESTES (QA),La Moda,Home Office,https://br.indeed.com/rc/clk?jk=c9e9da61c4eb07df&bb=sl3uZApn6NgoVVknI1epvA3t9fIIjKNze-BJgrFrifCP0uRO4xvLBDWNqgzkl3KAvUG0ZBoCF83eL_IDgs6odouGdB60LxknViYLqPzlIsIXJ1tmStjmepkt8VETFHDR&xkcb=SoCT67M39wuV4kwoK50DbzkdCdPP&fccid=278233398e4fb37d&vjs=3
"Pessoa Desenvolvedora Full Stack (.Net, Angular, Python e Ionic) - Pleno",Viceri,Home Office,https://br.indeed.com/rc/clk?jk=9b704cea0025311c&bb=sl3uZApn6NgoVVknI1epvBtRrBmam_L1DxAkKIOT2q_JWH8p3_8auP9FDlUeA1qFvrzCgfCJsuXuRJfp5FJKVywJSdAAHoLWVtRofPgiLo29fGOLpP1zlAJD3StlJAi9&xkcb=SoAn67M39wuV4kwoK50CbzkdCdPP&fccid=0521b670f92a26d4&vjs=3
BACK-END PYTHON DEVELOPER,Bluestorm Software,,https://br.indeed.com/rc/clk?jk=870e6ab1df1f2c80&bb=sl3uZApn6NgoVVknI1epvPJ_3_tepCK_E6yt9XURmvPERK1Ka28sxQQ5OwFIOfqfBykNFCf3etqTbscFWf7NuedC19xHnY-1T70kH5Kns8JC2nfVYZ9hWlEMKOPq4qYR&xkcb=SoC667M39wuV4kwoK50BbzkdCdPP&fccid=e231d2c2b5d748f4&vjs=3
TI | Desenvolvedor(a) Front End,Hurb,Home Office,https://br.indeed.com/rc/clk?jk=0969ffcb06fc805a&bb=sl3uZApn6NgoVVknI1epvP8GXPiqEqQXuN4uO-iZ7Kx0PLaZ4bcuOtKXTLv4igpKduGBjHGIhVyepjp-9KdMRjTaVwVu5Vky6gDCNgAryg06POx4Ke0fDI8_63FBVDKL&xkcb=SoAO67M39wuV4kwoK50AbzkdCdPP&fccid=a784efba46c28b98&vjs=3
Bolsista Programação Python,OpenSense,,https://br.indeed.com/rc/clk?jk=3d62be04f1f745c7&bb=sl3uZApn6NgoVVknI1epvBgWdBit-VtuFQ7nY5vdz0s9OepTc0Z_7JI65ImcOgw9WqOWCQG3C8gZTFJKTphAJJAtcZousOhaB5ZUTXr21pY-5fchlNRtgYbdhB08ltQo&xkcb=SoCA67M39wuV4kwoK50HbzkdCdPP&fccid=0649b3def5c21016&vjs=3
Analista Machine Learning/Python,Stefanini Group,Home Office,https://br.indeed.com/rc/clk?jk=952d01552a2f42bd&bb=sl3uZApn6NgoVVknI1epvJQM8_kH_JjG2t1Hoa9qRNWtwE6lnpNUHGFezADLzVLiaoKIgZS-b9KdLHw2vj0ccukUnjaWV0QWU_dOq4_d1oO10JHQ2poMf6bEjsPIo_mq0VlbAiNNXiA%3D&xkcb=SoA067M39wuV4kwoK50GbzkdCdPP&fccid=7e646b8cb4a11b13&vjs=3
DESENVOLVEDOR PYTHON - BELO HORIZONTE,OEmprego,,https://br.indeed.com/rc/clk?jk=895b51f583d8033c&bb=sl3uZApn6NgoVVknI1epvNH2m5nB6fupDbe1Qjj1tFy5t3q3Ajl707OGMSJyFoASB2QYmIUjlBvaznYXY-ihq3kLYDxbBWIfhyMAbVJjbl1YgWmW5OJ4eL8DoYFTuxTA&xkcb=SoCp67M39wuV4kwoK50FbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
TI | Desenvolvedor(a) Back End,Hurb,Home Office,https://br.indeed.com/rc/clk?jk=af93aeb428ff836a&bb=AhqAqtncqKv4nddYLHMCSpNgLvNa91INlZ5QvYjVnWDz3wBvVEENRiPAF0ukpVMBVlAJsZk0xtjwVO6W-WmfJkN4bT-78xmL83BTTbLOaX_YoDPlhumBn-_B7ICt-IVO&xkcb=SoDC67M39wuUjdRS4x0LbzkdCdPP&fccid=a784efba46c28b98&vjs=3
Analista de Desenvolvimento Python Pleno,Hyperativa,Home Office,https://br.indeed.com/rc/clk?jk=397171f959aad829&bb=AhqAqtncqKv4nddYLHMCSowSm9zdvuwLoHr2RE-_xe_Uk5JiVDKeNMsAN-0cw9uZxqwKKc_tiJiXBAjEBK0C1Mm2Au4FivMPZXIkfGncW3H-dG3VcHeoOIfli4k4EFR_&xkcb=SoB267M39wuUjdRS4x0KbzkdCdPP&fccid=41a472d9aa5a06a0&vjs=3
Analista de Dados Junior,Smarthis,Home Office,https://br.indeed.com/rc/clk?jk=b24ffcee1a0dcfd8&bb=AhqAqtncqKv4nddYLHMCSsNZ5VQmFFA34A32Ecl8qrP2rWdB4akVz-ldJCefv7YMkpCgNDoSLxwvcODRW7o3APsSVvHk6zh5FfAp_JBxAeGMpex7aLgnHZvokL0DMhw8&xkcb=SoDr67M39wuUjdRS4x0JbzkdCdPP&fccid=cc329f517c8c97d4&vjs=3
Desenvolvedor(a) Back-end (Linker),Omie,Home Office,https://br.indeed.com/rc/clk?jk=babc64f48aca4077&bb=AhqAqtncqKv4nddYLHMCSmGKSNZHzZ4lMtyFDHXGcvne8GypjyJIIy9tUqau-Kn8Jk5_Mjo-YXFMUYa2BbWOdqKjuoVN4ObZRkZa38v5yyVpzkmLCWkaDtqjAGLont1T&xkcb=SoBf67M39wuUjdRS4x0IbzkdCdPP&fccid=8c41bce32884422c&vjs=3
Desenvolvedor(a) de IA - Remoto,MESHA TECNOLOGIA,Home Office,https://br.indeed.com/rc/clk?jk=bd7e8bcc1cf71ab8&bb=AhqAqtncqKv4nddYLHMCSk6qqDebTKdOrXDPE3ZDCjK5DSuh_KVcghJxe_TQO4Wjf-6ZvB2g_04TfhJzzKhzaPZwrrfSPu_8kFVqkA0z9yjwXKJpiuErLYygV6CKzmVs&xkcb=SoDR67M39wuUjdRS4x0PbzkdCdPP&fccid=b40edd3944d0c8d7&vjs=3
Desenvolvedor Python/react - Sênior,VENHA SER #SANGUELARANJA,Home Office,https://br.indeed.com/rc/clk?jk=4fd82e28c2a3c499&bb=AhqAqtncqKv4nddYLHMCSgQF7sV2U49eNqBzAPz_gJAIoaSeGE-G0ND1g5cwTM9Cn2Z_yrknq3hGolMZOhjKx60BWG9q9YnufTNijMmzbAbhxV_N939JMtSAiGrw2PsCXbvD7BQ3gC8%3D&xkcb=SoBl67M39wuUjdRS4x0ObzkdCdPP&fccid=6a5f5525abe44fdf&vjs=3
Arquiteto(a) AWS,Omie,Home Office,https://br.indeed.com/rc/clk?jk=e3f308f2cc0d893a&bb=AhqAqtncqKv4nddYLHMCSqUaSDSkJbf0qjPUdCCNaQkWqp4_LRHjdscjHH2XiaoMDoZwDcN7NLUGcWqiRxN1F045C2qmulu13o28kcSIQxF_rXjhOGxbBHq9JLnB1oSV&xkcb=SoD467M39wuUjdRS4x0NbzkdCdPP&fccid=8c41bce32884422c&vjs=3
Desenvolvedor Python - Pleno,ICI – Instituto das Cidades Inteligentes,Home Office,https://br.indeed.com/rc/clk?jk=150a7eff79886831&bb=AhqAqtncqKv4nddYLHMCSmldAP6FBU7LQNBN1lEDODL7K4VNqfvGyvSMtKMMoZA-12ntsJqnra-R_POmuPqKDzJI5jaHxOJvKFDoj96B3zpk6a7SQGXXFkORZnrfsq50&xkcb=SoBM67M39wuUjdRS4x0MbzkdCdPP&fccid=9f6cd73e9b647591&vjs=3
"Software Engineer II, Search",Google,,https://br.indeed.com/rc/clk?jk=22a70ec1e64af09e&bb=AhqAqtncqKv4nddYLHMCShLET5kEfLvh_jAsv2v88sVqiFRxbwDmMcSqiwkEAXkbDcwuSRH9G2Tb3T5Fg6eiIGStKFShhuAGdemz4BBxCeMmcP622EC-IQ%3D%3D&xkcb=SoCl67M39wuUjdRS4x0DbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
Desenvolvedor(a) Full-Stack (Projetos IA),Omie,Home Office,https://br.indeed.com/rc/clk?jk=613c9da6195693e1&bb=AhqAqtncqKv4nddYLHMCSmkGx8FLXD6hBqSblgH9Pxq9hJY-pbj8I6TRggiw48xc14OrPZurocBNseutnANoh3_Dypjl_2m0lKHBKdgX3dUwPVeuOs0INrqT1Z932ez-&xkcb=SoAR67M39wuUjdRS4x0CbzkdCdPP&fccid=8c41bce32884422c&vjs=3
